"","Legal.Name","Center.Name","Building","Street","Borough","ZipCode","Phone","Age.Range","Program.Type","Child.Care.Type","Violation.Rate.Percent","Average.Violation.Rate.Percent","lessThanAve","noViolation","longitude","latitude"
"489","Childrens All Day School","CHILDREN'S ALL DAY SCHOOL","111","EAST 60TH STREET","MANHATTAN",10022,"212-752-4566","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.9685955781474,40.763491939035
"490","CHILDRENS ARK DAY CARE CENTER, INC.","CHILDREN'S ARK DAY CARE CENTER, INC.","9130","AVENUE L","BROOKLYN",11236,"718-513-3876","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",37.5,33.2035,0,0,-73.8987625488055,40.6360045754639
"491","CHILDRENS BIG APPLE EARLY CHILDHOOD CENTER, INC.","CHILDRENS BIG APPLE EARLY CHILDHOOD CENTER, INC.","37-03","94 STREET","QUEENS",11372,"718-565-5311","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.872760069745,40.75070750011
"492","CHILDRENS PARADISE DAY CARE, INC.","CHILDREN'S PARADISE DAY CARE, INC.","600","NEW YORK AVE","BROOKLYN",11203,"718-604-4600","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9477976322642,40.660077329067
"493","CHINATOWN DAY CARE CENTER, INC.","CHINATOWN  DAY CARE CENTER, INC.","35-37 1/2","DIVISION STREET","MANHATTAN",10002,"212-431-3845","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.9956613641671,40.713944385325
"494","CHINESE AMERICAN PLANNING COUNCIL INC.","CHINESE AMERICAN PLANNING COUNCIL INC.","21","ST. JOHN'S LANE  (AKA 1 YORK ST)","MANHATTAN",10013,"212-925-5641","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-74.0054379353377,40.721278443365
"495","CHINESE AMERICAN PLANNING COUNCIL. INC.","CHINESE AMERICAN PLANNING COUNCIL. INC.","115","CHRYSTIE STREET","MANHATTAN",10002,"212-219-2286","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9937077474979,40.718732199601
"496","CHINESE COMMUNITY CONCERNS CORP.","CHINESE COMMUNITY CONCERNS CORP.","180","MOTT STREET","MANHATTAN",10012,"212-226-5000","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9956670680208,40.72061435001
"497","CHINESE-AMERICAN PLANNING COUNCIL INC.","CHINESE-AMERICAN PLANNING COUNCIL INC.","125","WALKER STREET, 3RD FLOOR","MANHATTAN",10013,"212-343-9630","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9996847243589,40.717112767913
"498","CHINESE-AMERICAN PLANNING COUNCIL, INC.","CHINESE-AMERICAN PLANNING COUNCIL, INC.","108","AVENUE D","MANHATTAN",10009,"212-533-9138","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",11.1111,30.9077,1,0,-73.9852425758002,40.716308166751
"499","CHOO CHOO TRAIN DAYCARE, INC","CHOO CHOO TRAIN DAY CARE","539","COURT STREET","BROOKLYN",11231,"718-797-9050","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.999433821411,40.674355839195
"500","CHRIST CHURCH, METHODIST EPISCOPAL, OF NEW YORK CITY","CHRIST CHURCH, METHODIST EPISCOPAL, OF NEW YORK CITY","520-524","PARK AVENUE","MANHATTAN",10022,"212-838-3039","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.9701737782193,40.763980717172
"501","CHRIST EVANGELICAL LUTHERAN CHURCH OF WOODSIDE, LONG ISLAND NEW YORK","CHRIST EVANGELICAL LUTHERAN CHURCH OF WOODSIDE, LONG ISLAND NEW YORK","33-57","58TH STREET","QUEENS",11377,"718-205-1425","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.902949567327,0.75221152675803
"502","CHRIST THE KING CONTINUING EDUCATION,INC.","CHRIST THE KING CONTINUING EDUCATION, INC.","68-02","METROPOLITAN AVENUE","QUEENS",11379,"718-417-6770","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.8881933048536,40.711680153847
"503","CHRISTIAN ACADEMY","WORLD HARVEST DELIVERANCE CENTER","1521","CENTRAL AVENUE","QUEENS",11691,"718-337-5054","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.7513421715601,40.6053108140578
"504","CHRISTINA DAY CARE INC.","BLAKE-MILFORD DAY CARE CENTER-P/S","334","MILFORD STREET","BROOKLYN",11208,"718-277-2003","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.8763531353517,40.670690394749
"505","CHRISTINA ROMANO","RISING STARS LEARNING CENTER","25-38","37 STREET","QUEENS",11103,"718-440-8943","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.914129229972,40.767827125641
"506","CHURCH IN THE GARDENS COMMUNITY HOUSE","COMMUNITY HOUSE NURSERY AND KINDERGARTEN","15","BORAGE PLACE","QUEENS",11375,"718-268-0490","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.8410054145948,40.716280090346
"507","CHURCH OF CHRIST THE KING, BRONX NY","CHURCH OF CHRIST THE KING, Bronx, N.Y.","1345","GRAND CONCOURSE","BRONX",10452,"718-538-5959","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9153624785491,40.8373500924298
"508","CHURCH OF SAINT LUKE IN THE FIELD","ST. LUKES'S SCHOOL","487","HUDSON STREET","MANHATTAN",10014,"212-924-5960","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-74.006811889301,40.732645265945
"509","CHURCH OF ST. PATRICK","CHURCH OF ST. PATRICK","3560","RICHMOND ROAD","STATEN ISLAND",10306,"718-979-8815","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-74.139051734035,40.572551361027
"510","CHURCH OF ST. THERESA OF THE INFANT JESUS","ST. THERESA SCHOOL","2872","ST THERESA AVENUE","BRONX",10461,"718-792-3688","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",60,41.6124,0,0,-73.8336184972891,40.8494068246065
"511","CIDITTY KIDDIE CORPORATION","CIDITTY KIDDIE CORPORATION","1700","SEWARD AVENUE","BRONX",10473,"917-801-4710","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.8674475680256,40.8184206926681
"512","CINDERELLA DAY CARE CENTER, INC.","CINDERELLA DAY CARE CENTER, INC.","130","BRIGHTON 11 STREET","BROOKLYN",11235,"718-743-1841","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9580813998332,40.579791310604
"513","CIRCLE ACADEMY","CIRCLE ACADEMY","16-50","UTOPIA PARKWAY","QUEENS",11357,"718-229-5050","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8067025816838,40.7124939365232
"514","CIRCLE, TRIANGLE, SQUARE DAY CARE INC.","DMI PREP","2720","86TH STREET","BROOKLYN",11223,"718-373-2234","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9811724865368,40.59407732122
"515","CIRCLE, TRIANGLE, SQUARE DAY CARE, INC.","DMI PREP","2720","86TH STREET","BROOKLYN",11223,"718-373-2234","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",20,30.9077,1,0,-73.9811724865368,40.59407732122
"516","CITITOTS EARLY CHILDHOOD CENTER, INC.","CITITOTS EARLY CHILDHOOD CENTER, INC.","814","Marcy Avenue","BROOKLYN",11216,"347-868-7329","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.9473944755648,40.685662511529
"517","CITIZEN'S CARE DAY CARE CENTER, INC.","CITIZEN'S CARE DAY CARE CENTER, INC.","3240","BROADWAY","MANHATTAN",10027,"212-690-0742","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.9566387318989,40.8170378802474
"518","CITIZENS CARE DAY CARE CENTER I","CITIZENS CARE DAY CARE CENTER, INC.","131","ST NICHOLAS AVENUE","MANHATTAN",10026,"212-666-1683","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9532409572668,40.804152703171
"519","CITY AND COUNTRY SCHOOL","CITY AND COUNTRY SCHOOL","146","WEST 13 STREET","MANHATTAN",10011,"212-242-7802","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9993210432326,40.737390525959
"520","CITY OF FAITH CHURCH OF GOD, INC.","CITY OF FAITH CHRISTIAN  ACADEMY","3453","WHITEPLAINS ROAD","BRONX",10467,"718-798-3052","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8672443979728,40.876999471134
"521","CITY OF FAITH COMMUNITY DEVELOPMENT CORP.","CITY OF FAITH CHRISTIAN ACADEMY  I I","3445","WHITE PLAINS RD.","BRONX",10467,"718-798-3052","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.867498560573,40.876597694247
"522","CITY PRO GROUP INC.","CITY PRO GROUP","2075","JEROME AVENUE","BRONX",10453,"917-569-5119","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.9066497645032,40.854852995565
"523","CITY UNIVERSITY OF NEW YORK KINGSBOROUGH COMMUNITY COLLEGE","CHILD DEVELOPMENT CENTER AT KINGSBOROUGH COMMUNITY COLLEGE - I/T","1915","ORIENTAL BOULEVARD","BROOKLYN",11235,"718-368-5868","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.9355853764638,40.579098410861
"524","CLAREMONT NEIGHBORHOOD CENTER, INC.","LOUIS A. FICKLING CHILD DEVELOPMENT CENTER","1240","WEBSTER AVENUE","BRONX",10456,"718-538-7135","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9086641058841,40.832467061406
"525","CLARKSON EARLY CHILDHOOD CENTER","CLARKSON EARLY CHILDHOOD  CENTER","8801","GLENWOOD ROAD","BROOKLYN",11236,"718-649-3488","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",80,33.2035,0,0,-73.9092309238416,40.641093041516
"526","CLIFFORD GLOVER DAY CARE CENTER, INC","CLIFFORD GLOVER DAY CARE CENTER, INC.","116-55","GUY R. BREWER BLVD.","QUEENS",11434,"718-528-0922","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8079964971845,40.694686631786
"527","CLIFFORD GLOVER DAY CARE CENTER, INC.","CLIFFORD GLOVER DAY CARE CENTER, INC.","143-04","101 AVENUE","QUEENS",11435,"718-658-4091","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.8079964971845,40.694686631786
"528","CNNA INC","SUNSHINE  NURSERY & DAY CARE INC.","580A","GATES AVENUE","BROOKLYN",11221,"718-452-9740","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.9420824071882,40.686902745242
"529","CNNA INC.","SUNSHINE NURSERY AND DAY CARE CENTER","580","GATES AVENUE","BROOKLYN",11221,"718-452-9740","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.94222798465,40.686953991916
"530","COBBLE HILL PLAYSCHOOL, INC.","COBBLE HILL PLAYSCHOOL, INC.","653","HICKS STREET","BROOKLYN",11231,"718-243-0440","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0025498848951,40.680928117283
"531","COLONIAL CHURCH OF BAYSIDE","COLONIAL CHURCH NURSERY SCHOOL","54-02","217 STREET","QUEENS",11364,"718-224-3899","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.7629361400323,40.752286420891
"532","COLONY SOUTH BROOKLYN HOUSES INC.","COLONY SOUTH BROOKLYN HOUSES INC.","314","44TH  STREET","BROOKLYN",11220,"718-768-5030","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0108805951525,40.650749551388
"533","COLONY SOUTH BROOKLYN HOUSES, INC.","COLONY SOUTH BROOKLYN HOUSES, INC.","2700","LINDEN BOULEVARD","BROOKLYN",11208,"718-647-4730","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8643018585081,40.668954171853
"534","COLONY-SOUTH BROOKLYN HOUSES, INC.","COLONY-SOUTH BROOKLYN HOUSES, INC.","222","GRAHAM AVENUE","BROOKLYN",11206,"718-387-9482","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.943259594152,40.709573129841
"535","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9445587605275,40.688213446029
"536","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9442042857515,40.6881704066558
"537","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-74.0148558267394,40.675485136655
"538","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9865348853008,40.578404030582
"539","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9520627353123,40.705409542435
"540","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9528873837361,40.69453812048
"541","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9473987790484,40.583543100047
"542","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9160443587805,40.646428331273
"543","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-74.0294596962473,40.618423826052
"544","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.932785165991,0.72484829592465
"545","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9577268462478,40.6792162800106
"546","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9788159730161,40.6361263649727
"547","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9058201880522,40.681417495041
"548","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8880565800835,40.665361954628
"549","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9493483743051,40.715844739587
"550","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9495387132491,40.715826927331
"551","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.870544571997,40.666165811057
"552","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9817884838248,40.681034091568
"553","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","COLONY-SOUTH BROOKLYN HOUSES, INCORPORATED","140","58TH STREET","BROOKLYN",11220,"718-567-0818","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9193951296268,40.683913375478
"554","COLUMBIA GRAMMAR AND PREPARATORY SCHOOL","COLUMBIA GRAMMAR & PRESCHOOL","26","WEST 94 STREET","MANHATTAN",10025,"212-749-6200","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9665920936651,40.790653613783
"555","COLUMBIA GREENHOUSE NURSERY SCHOOL","COLUMBIA GREENHOUSE NURSERY SCHOOL","424","WEST 116 STREET","MANHATTAN",10027,"212-666-4796","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9598441009393,40.806152909642
"556","COLUMBIA GREENHOUSE NURSERY SCHOOL","COLUMBIA GREENHOUSE NURSERY SCHOOL","424","WEST 116 STREET","MANHATTAN",10027,"212-666-4796","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9602727717189,40.8063320745349
"557","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT D.C.C.,INC.","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT HEAD START","117-21","SUTPHIN BOULEVARD","QUEENS",11436,"718-848-0276","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.7913943725232,40.680025267996
"558","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DAY CARE CENTER, INC.","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT","193-25","JAMAICA AVENUE","QUEENS",11423,"718-264-6572","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",75,33.2035,0,0,-73.7664794760231,40.713660253945
"559","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DAY CARE CENTER, INCORPORATED","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DAY CARE CENTER, INCORPORATED","193-04","JAMAICA AVENUE","QUEENS",11423,"718-464-2422","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.7669251919601,40.712844970297
"560","COMMUNITY ASSISTANCE RESOURCES AND EXTENDED SERVICES INC.","CARES","465","GRAND STREET","MANHATTAN",10002,"212-420-1999","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9839267440054,40.71487510763
"561","COMMUNITY CHURCH OF DOUGLASTON, NEW YORK","COMMUNITY CHURCH OF DOUGLASTON, NEW YORK","39-50","DOUGLASTON PARKWAY","QUEENS",11363,"718-767-1961","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.7501639646231,40.769591220056
"562","Community Development Institute Head Start","CDI  HEAD START","216-222","Beach  87th Street","QUEENS",11693,"347-732-2875","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.8119035123821,40.587934905023
"563","COMMUNITY DEVELOPMENT INSTITUTE HEAD START","CDI HEAD START","216","BEACH 87TH STREET","QUEENS",11693,"347-732-2875","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.8119035123821,40.587934905023
"564","COMMUNITY LIFE CENTER, INC.","COMMUNITY LIFE CENTER, INC.","15","MOUNT MORRIS PARK WEST","MANHATTAN",10027,"212-427-3000","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9456309608729,40.804897303256
"565","COMMUNITY PARENTS INC.","COMMUNITY & FAMILY HEAD START","41-05","BEACH CHANNEL DRIVE","QUEENS",11691,"718-471-7970","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.7729800920286,40.595625110456
"566","COMMUNITY PARENTS, INC.","COMMUNITY PARENTS HEAD START","90","CHAUNCEY STREET","BROOKLYN",11233,"718-771-4002","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9291234678073,40.679875127305
"567","COMMUNITY PARTNERSHIP CHARTER SCHOOL EDUCATION CORPORATION","SBCC","241","EMERSON PLACE","BROOKLYN",11205,"718-399-3824","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9206429872954,40.806363310196
"568","CONCOURSE HOUSE HOUSING DEVELOPMENT FUND COMPANY, INC.","CONCOURSE HOUSE DAY CARE CENTER","2348","WEBSTER AVENUE","BRONX",10458,"917-801-2515","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8943220405395,40.857477092484
"569","CONG. MACHNA SHALVA","CONG. MACHNA SHALVA","5815","20 AVENUE","BROOKLYN",11204,"718-436-2122","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9818011502116,40.619821962684
"570","CONG. MACHNE CHAIM INC.","CONG.  MACHNE CHAIM INC.","6101","16TH   AVENUE","BROOKLYN",11204,"718-871-7878","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",22.2222,30.9077,1,0,-73.9923248896066,40.623683924223
"571","CONGREGATION ADAS YOSEF","YESHIVA ADAS YOSEF ELANDA","1825","59TH STREET","BROOKLYN",11204,"718-837-9177","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.9858726055612,40.622258598515
"572","CONGREGATION ATERES MORDECHAI","CHALLENGE EARLY INTERVENTION CENTER","649","39TH STREET","BROOKLYN",11232,"718-851-3300","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-74.000392713675,40.649253584477
"573","CONGREGATION B'NAI ISRAEL OF STATEN ISLAND","CBI ACADEMY PRESCHOOL","45","TWOMBLY AVENUE","STATEN ISLAND",10306,"718-987-6200","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-74.132701088131,40.559315054282
"574","CONGREGATION BAITH ISRAEL ANSHEI EMES","KANE STREET KIDS","236","KANE STREET","BROOKLYN",11231,"718-875-1550","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9949139794219,40.685528059388
"575","CONGREGATION BETH ELOHIM","CONGREGATION BETH ELOHIM  ECC","274","GARFIELD PLACE","BROOKLYN",11215,"718-499-6208","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9742942417563,40.670882070017
"576","CONGREGATION BETH JOSHEF ZWI DUSHINSKY","CONGREGATION BETH JOSHEF ZWI DUSHINSKY","4204","12 avenue","BROOKLYN",11219,"718-757-9796","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",40,30.9077,0,0,-73.9904633204582,40.640234921059
"577","CONGREGATION BNEI YONASAN","CONGREGATION BNEI YONASAN","1362","46TH STREET","BROOKLYN",11219,"718-438-1825","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9890588588894,40.635576713343
"578","CONGREGATION BNOS CHAYA","CONGREGATION BNOS CHAYA","4511","14 AVENUE","BROOKLYN",11219,"718-851-1212","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9874893633719,40.635492615016
